gkz,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,GRÜNE,NEOS,PILZ,GILT,FLÖ,KPÖ,WEIßE,SLP,EUAUS,M,CPÖ,NBZ,ODP
G31603,Asparn an der Zaya,1452,1170,14,1156,261,463,331,14,36,33,10,4,2,2,,,,,,
G31604,Bernhardsthal,1364,1055,15,1040,272,377,309,10,26,35,9,0,1,1,,,,,,
G31605,Bockfließ,1068,843,5,838,224,326,189,13,27,44,9,2,3,1,,,,,,
G31606,Drasenhofen,880,685,3,682,67,377,203,6,7,11,8,1,2,0,,,,,,
G31608,Falkenstein,394,318,2,316,30,192,52,10,10,13,4,0,4,1,,,,,,
G31609,Fallbach,695,521,6,515,76,326,80,7,9,10,5,1,1,0,,,,,,
G31611,Gaubitsch,748,606,11,595,50,361,149,7,14,10,2,1,1,0,,,,,,
G31612,Gaweinstal,3066,2331,28,2303,460,917,703,37,83,68,13,3,14,5,,,,,,
G31613,Gnadendorf,970,736,6,730,94,403,158,14,33,17,8,0,3,0,,,,,,
G31614,Großebersdorf,1769,1423,16,1407,240,583,417,25,60,64,7,5,6,0,,,,,,
G31615,Großengersdorf,1136,941,7,934,281,351,221,17,24,24,9,4,2,1,,,,,,
G31616,Großharras,955,742,9,733,121,340,205,11,24,18,8,5,1,0,,,,,,
G31617,Großkrut,1334,1078,16,1062,229,450,300,14,30,20,10,1,8,0,,,,,,
G31620,Hausbrunn,694,544,9,535,173,160,176,1,7,8,3,4,1,2,,,,,,
G31621,Herrnbaumgarten,766,598,7,591,72,304,173,8,17,8,6,0,2,1,,,,,,
G31622,Hochleithen,954,762,7,755,189,307,185,15,27,25,5,0,1,1,,,,,,
G31627,Kreuttal,1169,946,14,932,243,358,219,29,31,42,7,0,2,1,,,,,,
G31628,Kreuzstetten,1272,974,6,968,247,338,249,25,36,54,9,4,3,3,,,,,,
G31629,Laa an der Thaya,5128,3887,57,3830,897,1360,1173,88,113,129,45,5,17,3,,,,,,
G31630,Ladendorf,1879,1416,23,1393,314,545,342,39,41,53,25,24,5,5,,,,,,
G31633,Mistelbach,9210,6705,85,6620,1524,2435,1720,189,351,265,70,16,35,15,,,,,,
G31634,Neudorf bei Staatz,1162,908,19,889,178,326,309,19,20,19,12,1,3,2,,,,,,
G31636,Niederleis,718,539,3,536,128,213,140,13,26,9,3,0,3,1,,,,,,
G31642,Pillichsdorf,937,774,8,766,176,313,150,47,33,28,9,3,6,1,,,,,,
G31644,Poysdorf,4367,3299,37,3262,558,1587,875,39,75,83,27,4,10,4,,,,,,
G31645,Rabensburg,912,629,14,615,226,113,247,1,11,9,2,0,1,5,,,,,,
G31646,Schrattenberg,663,519,9,510,71,288,121,3,14,8,2,0,3,0,,,,,,
G31649,Staatz,1649,1261,20,1241,245,555,353,11,21,35,14,0,7,0,,,,,,
G31650,Stronsdorf,1349,1094,21,1073,132,521,343,9,29,25,10,1,3,0,,,,,,
G31651,Ulrichskirchen-Schleinbach,2094,1683,20,1663,416,611,398,72,69,75,11,5,6,0,,,,,,
G31652,Unterstinkenbrunn,472,375,6,369,38,218,93,6,6,3,3,1,0,1,,,,,,
G31653,Wildendürnbach,1272,1000,14,986,127,520,269,9,34,12,9,0,5,1,,,,,,
G31654,Wilfersdorf,1737,1364,28,1336,288,483,429,19,41,52,15,2,2,5,,,,,,
G31655,Wolkersdorf im Weinviertel,5465,4271,45,4226,983,1664,773,255,258,214,32,5,25,17,,,,,,
G31658,Ottenthal,484,377,7,370,36,238,73,1,11,4,2,0,3,2,,,,,,
G31699,Wahlkarten - Mistelbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G31700,Mödling,89344,65342,518,64824,16328,22113,13019,2783,5312,4016,645,71,434,103,,,,,,
G31701,Achau,1068,813,10,803,243,217,219,20,53,44,4,2,1,0,,,,,,
G31702,Biedermannsdorf,2303,1737,17,1720,369,662,363,56,133,108,22,0,5,2,,,,,,
G31703,Breitenfurt bei Wien,4665,3516,19,3497,916,1209,643,149,289,197,65,1,20,8,,,,,,
G31704,Brunn am Gebirge,8662,6453,48,6405,1716,2023,1285,254,574,435,54,6,49,9,,,,,,
G31706,Gaaden,1273,992,10,982,205,395,156,32,122,61,5,1,4,1,,,,,,
G31707,Gießhübl,1715,1278,5,1273,284,496,199,46,157,74,9,2,2,4,,,,,,
G31709,Gumpoldskirchen,2897,2227,15,2212,561,767,430,91,173,151,25,2,10,2,,,,,,
G31710,Guntramsdorf,6848,5269,58,5211,1612,1387,1361,146,331,268,49,5,43,9,,,,,,
G31711,Hennersdorf,1251,993,7,986,262,356,211,39,47,51,9,0,9,2,,,,,,
G31712,Hinterbrühl,2984,2188,11,2177,408,974,324,111,211,105,25,1,13,5,,,,,,
G31713,Kaltenleutgeben,2534,1997,15,1982,553,586,473,70,146,106,29,0,16,3,,,,,,
G31714,Laab im Walde,904,666,6,660,160,275,74,39,55,44,4,0,9,0,,,,,,
G31715,Laxenburg,2158,1565,19,1546,378,641,272,36,109,83,14,1,9,3,,,,,,
G31716,Maria Enzersdorf,6550,4493,19,4474,895,1830,619,277,438,331,42,10,27,5,,,,,,
G31717,Mödling,15011,10378,101,10277,2649,3403,1770,637,896,712,87,17,89,17,,,,,,
G31718,Münchendorf,2283,1717,13,1704,436,583,450,37,99,72,17,1,7,2,,,,,,
G31719,Perchtoldsdorf,11741,8469,46,8423,1647,3374,1384,445,847,581,65,12,56,12,,,,,,
G31723,Vösendorf,5071,3525,28,3497,1049,901,1053,76,182,156,49,3,22,6,,,,,,
G31725,Wiener Neudorf,7218,5312,59,5253,1622,1400,1287,167,348,340,42,7,29,11,,,,,,
G31726,Wienerwald,2208,1754,12,1742,363,634,446,55,102,97,29,0,14,2,,,,,,
G31799,Wahlkarten - Mödling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G31800,Neunkirchen,67967,50717,625,50092,13623,16383,14718,983,1755,1667,593,57,207,106,,,,,,
G31801,Altendorf,281,220,3,217,15,117,67,1,5,6,3,1,1,1,,,,,,
G31802,Aspang-Markt,1560,1148,18,1130,283,453,279,13,40,40,17,1,1,3,,,,,,
G31803,Aspangberg-St. Peter,1564,1199,16,1183,178,549,365,12,23,35,17,1,2,1,,,,,,
G31804,Breitenau,1265,1021,12,1009,358,280,282,17,34,29,4,4,1,0,,,,,,
G31805,Breitenstein,265,173,3,170,41,57,56,8,2,4,1,0,1,0,,,,,,
G31806,Buchbach,281,224,2,222,84,80,41,4,2,8,3,0,0,0,,,,,,
G31807,Edlitz,775,588,11,577,110,260,142,8,31,13,9,2,0,2,,,,,,
G31808,Enzenreith,1571,1183,15,1168,319,349,381,23,42,37,7,0,9,1,,,,,,
G31809,Feistritz am Wechsel,872,707,5,702,112,327,206,10,20,17,7,1,2,0,,,,,,
G31810,Gloggnitz,4610,3299,55,3244,934,904,1038,68,104,123,39,9,18,7,,,,,,
G31811,Grafenbach-St. Valentin,1771,1402,13,1389,494,361,398,22,46,45,18,0,3,2,,,,,,
G31812,Grimmenstein,1090,851,11,840,230,341,203,5,33,18,5,0,2,3,,,,,,
G31813,Grünbach am Schneeberg,1263,902,8,894,294,233,267,17,24,33,19,1,5,1,,,,,,
G31814,Kirchberg am Wechsel,1991,1549,13,1536,207,730,454,26,47,46,16,1,4,5,,,,,,
G31815,Mönichkirchen,507,357,3,354,49,174,101,4,6,12,6,0,2,0,,,,,,
G31817,Natschbach-Loipersbach,1371,1076,17,1059,202,450,297,23,35,33,10,0,8,1,,,,,,
G31818,Neunkirchen,9034,6172,74,6098,1880,1655,1838,213,216,189,55,11,31,10,,,,,,
G31820,Otterthal,473,361,2,359,66,141,134,3,6,5,3,0,0,1,,,,,,
G31821,Payerbach,1698,1163,18,1145,343,348,302,18,45,51,25,0,4,9,,,,,,
G31823,Pitten,2158,1609,24,1585,416,505,462,36,78,57,22,1,7,1,,,,,,
G31825,Prigglitz,362,269,2,267,58,98,87,4,5,10,5,0,0,0,,,,,,
G31826,Puchberg am Schneeberg,2219,1655,21,1634,488,528,479,11,45,60,14,0,6,3,,,,,,
G31827,Raach am Hochgebirge,226,183,3,180,27,99,37,4,4,5,0,0,2,2,,,,,,
G31829,Reichenau an der Rax,2088,1519,13,1506,410,498,430,32,40,58,20,3,12,3,,,,,,
G31830,St. Corona am Wechsel,297,238,0,238,10,122,91,5,7,3,0,0,0,0,,,,,,
G31831,St. Egyden am Steinfeld,1529,1211,11,1200,272,447,342,15,57,51,9,0,6,1,,,,,,
G31832,Scheiblingkirchen-Thernberg,1553,1161,15,1146,206,550,241,19,79,26,12,2,8,3,,,,,,
G31833,Schottwien,531,379,3,376,76,132,136,7,9,4,5,1,5,1,,,,,,
G31834,Schrattenbach,299,223,4,219,46,80,62,4,13,5,8,0,0,1,,,,,,
G31835,Schwarzau am Steinfeld,1479,1134,6,1128,323,325,376,14,41,33,10,0,2,4,,,,,,
G31836,Schwarzau im Gebirge,513,370,12,358,97,121,109,2,10,10,6,0,1,2,,,,,,
G31837,Seebenstein,1146,887,14,873,248,274,259,15,32,31,10,1,2,1,,,,,,
G31838,Semmering,430,281,0,281,75,94,80,1,14,9,5,1,1,1,,,,,,
G31839,Ternitz,11399,8528,100,8428,2958,1811,2670,195,295,321,113,8,42,15,,,,,,
G31840,Thomasberg,1034,822,12,810,155,344,248,11,21,19,6,1,1,4,,,,,,
G31841,Trattenbach,446,358,4,354,43,161,136,0,5,6,2,0,0,1,,,,,,
G31842,Bürg-Vöstenhof,140,112,0,112,23,44,31,4,2,6,1,0,0,1,,,,,,
G31843,Warth,1253,1011,10,1001,174,512,235,16,30,20,6,0,5,3,,,,,,
G31844,Wartmannstetten,1343,1133,13,1120,243,491,265,13,59,36,10,2,0,1,,,,,,
G31845,Willendorf,783,602,4,598,130,197,175,16,28,31,14,2,1,4,,,,,,
G31846,Wimpassing im Schwarzatale,1208,863,9,854,357,142,261,30,21,20,13,1,8,1,,,,,,
G31847,Würflach,1312,1012,19,993,263,348,259,19,40,41,19,1,2,1,,,,,,
G31848,Zöbern,1203,982,20,962,131,500,249,7,39,27,5,1,1,2,,,,,,
G31849,Höflein an der Hohen Wand,774,580,7,573,195,151,147,8,20,34,14,0,1,3,,,,,,
G31899,Wahlkarten - Neunkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G31900,Sankt Pölten(Land),101340,76593,893,75700,18549,25979,19392,2332,4095,3559,1131,91,419,153,,,,,,
G31901,Altlengbach,2272,1678,17,1661,351,548,507,37,88,78,39,0,9,4,,,,,,
G31902,Asperhofen,1705,1292,23,1269,189,475,449,23,53,44,27,3,5,1,,,,,,
G31903,Böheimkirchen,3987,3146,36,3110,777,1067,824,113,130,119,56,7,12,5,,,,,,
G31904,Brand-Laaben,993,739,10,729,137,253,209,24,36,36,26,3,3,2,,,,,,
G31905,Eichgraben,3456,2548,15,2533,633,770,545,171,155,190,46,0,18,5,,,,,,
G31906,Frankenfels,1625,1311,31,1280,272,589,322,23,39,25,6,0,1,3,,,,,,
G31907,Gerersdorf,773,634,6,628,128,313,126,6,26,22,6,0,0,1,,,,,,
G31909,Hofstetten-Grünau,2144,1722,27,1695,304,758,438,34,72,58,18,1,6,6,,,,,,
G31910,Hafnerbach,1373,1092,14,1078,236,445,263,25,38,44,18,1,6,2,,,,,,
G31911,Haunoldstein,909,727,9,718,170,249,223,19,22,21,7,1,4,2,,,,,,
G31912,Herzogenburg,6008,4634,73,4561,1502,1172,1284,180,165,165,48,7,29,9,,,,,,
G31913,Inzersdorf-Getzersdorf,1215,950,12,938,218,337,278,15,37,36,6,0,8,3,,,,,,
G31915,Kapelln,1093,881,13,868,132,385,253,10,45,27,12,0,4,0,,,,,,
G31916,Karlstetten,1761,1398,22,1376,300,515,383,30,69,49,17,1,12,0,,,,,,
G31917,Kasten bei Böheimkirchen,1118,919,7,912,169,330,216,24,59,45,65,1,2,1,,,,,,
G31918,Kirchberg an der Pielach,2621,1986,25,1961,412,801,496,33,95,71,34,3,9,7,,,,,,
G31919,Kirchstetten,1766,1290,18,1272,313,440,336,23,62,62,22,1,5,8,,,,,,
G31920,Loich,500,367,7,360,79,154,92,5,5,10,13,0,1,1,,,,,,
G31921,Maria-Anzbach,2376,1763,15,1748,405,575,399,87,116,120,24,5,12,5,,,,,,
G31922,Markersdorf-Haindorf,1650,1283,12,1271,274,483,360,31,42,56,12,0,9,4,,,,,,
G31923,Michelbach,721,586,13,573,53,277,172,7,39,13,10,1,1,0,,,,,,
G31925,Neidling,1215,967,10,957,224,367,221,24,57,41,17,0,3,3,,,,,,
G31926,Neulengbach,6381,4503,38,4465,1000,1534,1138,183,268,216,76,11,30,9,,,,,,
G31927,Neustift-Innermanzing,1252,863,8,855,179,319,233,16,49,45,11,1,1,1,,,,,,
G31928,Nußdorf ob der Traisen,1442,1211,20,1191,258,476,320,23,50,39,15,2,3,5,,,,,,
G31929,Ober-Grafendorf,3603,2873,43,2830,912,882,695,65,108,107,45,2,9,5,,,,,,
G31930,Obritzberg-Rust,1871,1504,21,1483,249,660,385,44,85,38,12,1,8,1,,,,,,
G31932,Prinzersdorf,1263,966,13,953,278,316,226,20,56,36,13,2,3,3,,,,,,
G31934,Pyhra,2837,2219,20,2199,439,899,588,37,119,78,25,2,10,2,,,,,,
G31935,Rabenstein an der Pielach,2033,1586,22,1564,332,617,436,26,74,50,20,0,4,5,,,,,,
G31938,St. Margarethen an der Sierning,856,690,5,685,112,345,150,12,30,26,7,0,3,0,,,,,,
G31939,Schwarzenbach an der Pielach,319,264,4,260,56,111,87,0,0,0,4,2,0,0,,,,,,
G31940,Statzendorf,1071,811,10,801,239,247,224,12,36,22,17,1,2,1,,,,,,
G31941,Stössing,639,475,8,467,65,207,132,8,20,17,18,0,0,0,,,,,,
G31943,Traismauer,4689,3635,70,3565,1068,1025,1062,66,150,119,40,6,19,10,,,,,,
G31945,Weinburg,1104,848,14,834,304,240,202,14,35,22,11,0,5,1,,,,,,
G31946,Perschling,1100,842,9,833,83,389,272,12,33,20,15,3,6,0,,,,,,
G31947,Wilhelmsburg,5086,3722,42,3680,1216,980,1009,97,151,154,34,6,28,5,,,,,,
G31948,Wölbling,2014,1555,24,1531,427,444,446,31,73,61,37,2,8,2,,,,,,
G31949,Gablitz,3750,2691,21,2670,661,890,610,97,212,158,19,4,12,7,,,,,,
G31950,Mauerbach,2858,2108,12,2096,459,740,406,95,171,177,28,1,18,1,,,,,,
G31951,Pressbaum,5498,3906,25,3881,968,1202,876,176,331,231,56,4,27,10,,,,,,
G31952,Purkersdorf,7008,4885,32,4853,1408,1301,963,233,403,423,68,2,44,8,,,,,,
G31953,Tullnerbach,2069,1507,9,1498,371,508,289,69,117,105,20,3,12,4,,,,,,
G31954,Wolfsgraben,1316,1016,8,1008,187,344,247,52,74,83,11,1,8,1,,,,,,
G31999,Wahlkarten - Sankt Pölten(Land),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G32000,Scheibbs,33146,25454,360,25094,5094,10859,6362,538,1023,704,309,26,100,79,,,,,,
G32001,Gaming,2559,1869,29,1840,642,598,430,39,43,54,20,2,5,7,,,,,,
G32002,Göstling an der Ybbs,1704,1328,15,1313,305,602,296,19,54,25,5,1,2,4,,,,,,
G32003,Gresten,1599,1159,14,1145,303,441,268,19,45,37,19,0,7,6,,,,,,
G32004,Gresten-Land,1221,977,17,960,118,551,217,9,22,21,18,2,1,1,,,,,,
G32005,Lunz am See,1507,1124,14,1110,308,426,261,21,43,29,10,0,5,7,,,,,,
G32006,Oberndorf an der Melk,2396,1934,25,1909,219,1030,501,30,49,42,19,2,13,4,,,,,,
G32007,Puchenstuben,236,174,4,170,55,72,35,2,3,2,1,0,0,0,,,,,,
G32008,Purgstall an der Erlauf,4294,3282,42,3240,574,1304,957,59,155,109,61,6,9,6,,,,,,
G32009,Randegg,1531,1254,25,1229,116,725,278,30,46,14,9,1,5,5,,,,,,
G32010,Reinsberg,815,679,8,671,75,371,155,16,33,9,4,0,4,4,,,,,,
G32011,St. Anton an der Jeßnitz,976,785,21,764,111,361,232,5,18,23,10,1,1,2,,,,,,
G32012,St. Georgen an der Leys,1098,860,12,848,79,437,279,8,17,14,8,2,2,2,,,,,,
G32013,Scheibbs,3459,2518,30,2488,642,987,436,108,155,99,33,0,18,10,,,,,,
G32014,Steinakirchen am Forst,1862,1478,23,1455,191,733,334,40,72,52,20,3,5,5,,,,,,
G32015,Wang,1074,867,17,850,92,429,260,12,31,19,5,0,0,2,,,,,,
G32016,Wieselburg,2936,2116,25,2091,712,564,540,53,98,74,31,2,11,6,,,,,,
G32017,Wieselburg-Land,2645,2046,29,2017,415,755,598,43,98,63,26,3,12,4,,,,,,
G32018,Wolfpassing,1234,1004,10,994,137,473,285,25,41,18,10,1,0,4,,,,,,
G32099,Wahlkarten - Scheibbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G32100,Tulln,77957,58803,640,58163,12801,21105,14169,2102,3591,3205,699,73,315,103,,,,,,
G32101,Absdorf,1567,1224,18,1206,326,399,325,20,58,50,15,6,5,2,,,,,,
G32104,Atzenbrugg,2297,1807,40,1767,313,775,516,28,57,51,19,2,3,3,,,,,,
G32106,Fels am Wagram,1827,1365,14,1351,277,457,431,23,55,68,23,2,11,4,,,,,,
G32107,Grafenwörth,2568,1979,26,1953,469,669,575,38,89,76,29,2,4,2,,,,,,
G32109,Großriedenthal,766,631,7,624,120,290,146,16,21,18,7,3,3,0,,,,,,
G32110,Großweikersdorf,2623,2055,30,2025,449,789,572,45,77,59,17,3,11,3,,,,,,
G32112,Judenau-Baumgarten,1688,1337,18,1319,264,504,351,37,60,68,23,0,8,4,,,,,,
G32114,Kirchberg am Wagram,2908,2334,32,2302,456,913,629,47,122,93,26,2,9,5,,,,,,
G32115,Königsbrunn am Wagram,1035,847,11,836,192,307,239,11,36,36,9,0,5,1,,,,,,
G32116,Königstetten,1797,1406,19,1387,331,512,337,42,67,66,24,2,5,1,,,,,,
G32119,Langenrohr,1781,1404,13,1391,219,598,428,26,56,44,11,0,7,2,,,,,,
G32120,Michelhausen,2355,1781,19,1762,281,815,446,45,92,60,15,1,4,3,,,,,,
G32131,Sieghartskirchen,5753,4416,65,4351,904,1535,1315,96,220,183,66,9,18,5,,,,,,
G32132,Sitzenberg-Reidling,1670,1309,16,1293,265,505,380,21,59,47,7,2,4,3,,,,,,
G32134,Tulbing,2374,1840,11,1829,403,706,432,60,90,102,22,3,8,3,,,,,,
G32135,Tulln an der Donau,11866,8635,82,8553,1942,3073,2052,314,505,454,131,7,53,22,,,,,,
G32139,Würmla,1104,863,9,854,135,352,241,28,36,40,14,0,6,2,,,,,,
G32140,Zeiselmauer-Wolfpassing,1776,1328,7,1321,348,362,343,58,78,90,20,5,14,3,,,,,,
G32141,Zwentendorf an der Donau,2936,2231,38,2193,603,731,673,33,64,63,15,1,8,2,,,,,,
G32142,St. Andrä-Wördern,6025,4404,42,4362,1127,1331,961,304,241,304,34,15,38,7,,,,,,
G32143,Muckendorf-Wipfing,1225,950,12,938,236,277,294,23,36,56,13,0,1,2,,,,,,
G32144,Klosterneuburg,20016,14657,111,14546,3141,5205,2483,787,1472,1177,159,8,90,24,,,,,,
G32199,Wahlkarten - Tulln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G32200,Waidhofen an der Thaya,22156,16167,286,15881,2727,7005,4700,275,497,411,138,36,61,31,,,,,,
G32202,Dietmanns,939,692,8,684,214,141,278,9,10,19,5,2,4,2,,,,,,
G32203,Dobersberg,1359,1005,13,992,103,542,274,6,29,14,14,4,5,1,,,,,,
G32206,Gastern,1062,802,17,785,143,341,242,11,20,14,5,1,5,3,,,,,,
G32207,Groß-Siegharts,2360,1580,32,1548,380,475,563,21,40,43,11,5,5,5,,,,,,
G32209,Karlstein an der Thaya,1211,928,11,917,137,403,319,8,20,15,8,3,3,1,,,,,,
G32210,Kautzen,960,715,7,708,82,347,215,10,22,22,5,0,3,2,,,,,,
G32212,Ludweis-Aigen,784,584,9,575,101,290,132,11,16,12,8,1,2,2,,,,,,
G32214,Pfaffenschlag bei Waidhofen a.d.Thaya,770,591,10,581,65,256,192,9,25,17,12,2,1,2,,,,,,
G32216,Raabs an der Thaya,2288,1663,45,1618,230,873,388,22,48,39,9,3,6,0,,,,,,
G32217,Thaya,1172,851,13,838,100,395,279,19,28,14,2,1,0,0,,,,,,
G32219,Vitis,2207,1663,43,1620,334,750,409,27,49,28,13,2,6,2,,,,,,
G32220,Waidhofen an der Thaya,4687,3278,36,3242,561,1340,918,94,139,132,33,4,13,8,,,,,,
G32221,Waidhofen an der Thaya-Land,1051,797,18,779,108,355,238,7,29,25,6,5,5,1,,,,,,
G32222,Waldkirchen an der Thaya,472,375,8,367,48,201,94,5,4,7,4,0,2,2,,,,,,
G32223,Windigsteig,834,643,16,627,121,296,159,16,18,10,3,3,1,0,,,,,,
G32299,Wahlkarten - Waidhofen an der Thaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G32300,Wiener Neustadt(Land),60187,46118,577,45541,11207,15334,13968,736,1787,1599,549,47,231,83,,,,,,
G32301,Bad Fischau-Brunn,2654,2022,18,2004,508,677,499,45,141,90,29,1,14,0,,,,,,
G32302,Bad Schönau,588,431,4,427,52,206,137,3,14,11,1,1,1,1,,,,,,
G32304,Ebenfurth,2157,1498,22,1476,541,285,525,15,42,47,11,1,8,1,,,,,,
G32305,Eggendorf,3650,2761,37,2724,765,648,1064,33,63,87,32,5,22,5,,,,,,
G32306,Bad Erlach,2466,1907,22,1885,399,762,508,31,77,73,18,3,10,4,,,,,,
G32307,Felixdorf,3189,2334,29,2305,824,510,694,37,98,91,29,4,12,6,,,,,,
G32308,Gutenstein,1018,686,10,676,151,251,195,9,24,35,9,0,2,0,,,,,,
G32309,Hochneukirchen-Gschaidt,1399,1173,14,1159,138,586,361,8,30,23,7,3,3,0,,,,,,
G32310,Hochwolkersdorf,838,691,8,683,192,274,174,11,14,9,1,0,3,5,,,,,,
G32311,Hohe Wand,1136,878,8,870,149,378,249,20,30,24,16,0,3,1,,,,,,
G32312,Hollenthon,846,702,16,686,104,348,178,10,27,11,3,0,3,2,,,,,,
G32313,Katzelsdorf,2619,2057,17,2040,492,700,527,61,130,90,23,1,11,5,,,,,,
G32314,Kirchschlag in der Buckligen Welt,2359,1853,28,1825,213,998,458,17,60,44,29,2,3,1,,,,,,
G32315,Krumbach,1887,1572,21,1551,231,713,450,15,72,41,23,0,4,2,,,,,,
G32316,Lanzenkirchen,3075,2467,33,2434,660,683,809,41,103,74,43,3,11,7,,,,,,
G32317,Lichtenegg,865,713,12,701,50,412,158,14,25,29,9,3,1,0,,,,,,
G32318,Lichtenwörth,2143,1610,14,1596,481,444,518,27,48,53,19,2,2,2,,,,,,
G32319,Markt Piesting,2197,1705,21,1684,346,612,451,49,98,93,15,4,13,3,,,,,,
G32320,Matzendorf-Hölles,1639,1289,14,1275,278,484,403,7,42,42,11,0,5,3,,,,,,
G32321,Miesenbach,571,443,3,440,80,193,123,7,16,10,8,0,2,1,,,,,,
G32322,Muggendorf,432,350,3,347,64,147,100,5,13,9,6,0,3,0,,,,,,
G32323,Pernitz,1923,1421,18,1403,377,368,422,38,56,78,48,2,12,2,,,,,,
G32324,Rohr im Gebirge,374,294,4,290,44,144,76,5,8,8,3,0,1,1,,,,,,
G32325,Bromberg,976,769,8,761,106,382,207,4,32,21,3,0,4,2,,,,,,
G32326,Schwarzenbach,793,659,12,647,219,200,209,3,6,3,6,0,1,0,,,,,,
G32327,Sollenau,3819,2745,34,2711,862,632,946,44,92,92,25,6,10,2,,,,,,
G32330,Theresienfeld,2318,1717,19,1698,534,390,585,23,64,73,18,1,9,1,,,,,,
G32331,Waidmannsfeld,1269,930,14,916,336,225,254,2,33,37,18,0,7,4,,,,,,
G32332,Waldegg,1494,1111,15,1096,354,340,277,30,40,37,9,0,6,3,,,,,,
G32333,Walpersbach,901,709,8,701,179,267,183,11,24,25,5,1,5,1,,,,,,
G32334,Weikersdorf am Steinfelde,882,719,9,710,95,299,246,12,23,17,10,0,6,2,,,,,,
G32335,Wiesmath,1272,1030,16,1014,174,450,316,12,31,17,9,0,3,2,,,,,,
G32336,Winzendorf-Muthmannsdorf,1511,1131,14,1117,274,378,291,25,69,56,14,1,7,2,,,,,,
G32337,Wöllersdorf-Steinabrückl,3318,2462,32,2430,559,622,969,41,84,107,23,1,15,9,,,,,,
G32338,Zillingdorf,1609,1279,20,1259,376,326,406,21,58,42,16,2,9,3,,,,,,
G32399,Wahlkarten - Wiener Neustadt(Land),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G32500,Zwettl,35771,27335,475,26860,3971,13396,7248,440,896,527,232,41,65,44,,,,,,
G32501,Allentsteig,1605,1161,9,1152,194,503,366,15,31,27,8,2,3,3,,,,,,
G32502,Arbesbach,1376,1074,24,1050,94,578,290,12,37,13,15,2,5,4,,,,,,
G32503,Bärnkopf,301,240,5,235,115,47,63,0,1,5,1,0,2,1,,,,,,
G32504,Echsenbach,1041,815,21,794,107,437,196,11,20,11,10,0,1,1,,,,,,
G32505,Göpfritz an der Wild,1536,1192,18,1174,219,485,408,19,15,24,3,0,1,0,,,,,,
G32506,Grafenschlag,700,561,13,548,68,285,145,9,19,8,9,1,3,1,,,,,,
G32508,Groß Gerungs,3754,2873,55,2818,373,1386,812,54,100,57,17,2,9,8,,,,,,
G32509,Großgöttfritz,1149,954,11,943,125,450,312,6,29,14,6,0,0,1,,,,,,
G32511,Gutenbrunn,436,328,4,324,90,120,94,6,6,6,1,1,0,0,,,,,,
G32514,Kirchschlag,537,437,12,425,59,209,134,4,7,6,6,0,0,0,,,,,,
G32515,Kottes-Purk,1237,934,15,919,137,474,220,12,33,26,14,0,0,3,,,,,,
G32516,Langschlag,1482,1151,33,1118,186,516,336,10,38,15,11,1,3,2,,,,,,
G32517,Martinsberg,917,709,11,698,119,333,208,10,13,8,1,3,2,1,,,,,,
G32518,Ottenschlag,855,679,7,672,94,330,189,12,22,16,8,0,1,0,,,,,,
G32519,Altmelon,723,597,6,591,96,258,204,1,14,6,2,10,0,0,,,,,,
G32520,Pölla,789,606,9,597,82,292,183,9,10,9,7,1,2,2,,,,,,
G32521,Rappottenstein,1443,1133,26,1107,145,580,275,27,41,20,9,6,3,1,,,,,,
G32522,Sallingberg,1071,823,15,808,85,434,224,12,30,10,7,2,4,0,,,,,,
G32523,Schönbach,679,565,12,553,65,326,136,5,13,5,2,1,0,0,,,,,,
G32524,Schwarzenau,1249,964,17,947,252,360,254,13,24,31,8,1,4,0,,,,,,
G32525,Schweiggers,1659,1259,20,1239,78,759,321,11,40,16,9,2,3,0,,,,,,
G32528,Bad Traunstein,837,670,8,662,84,390,132,11,29,12,2,1,0,1,,,,,,
G32529,Waldhausen,1040,805,14,791,143,401,189,11,24,12,6,0,4,1,,,,,,
G32530,Zwettl-Niederösterreich,9355,6805,110,6695,961,3443,1557,160,300,170,70,5,15,14,,,,,,
G32599,Wahlkarten - Zwettl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G40000,Oberösterreich,1103664,757988,9417,748571,206196,234423,210946,24044,33519,25569,7286,670,4105,1691,122,,,,,
G40099,Wahlkarten - Oberösterreich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
G4A000,Linz und Umgebung,247049,159785,1504,158281,55916,37004,40451,6264,8043,6971,1711,111,1539,235,36,,,,,
G4A099,Wahlkarten Linz und Umgebung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
G4B000,Innviertel,167093,112856,1433,111423,22310,40260,37635,2763,4108,2784,862,134,368,185,14,,,,,
